BirdID,Sex,Cohort,EggDate,HatchDate,NatalBrood,RearingBrood,Fostered,LastLiveRecord,LastLiveYear,LastStage,DeathStatus,DeadCertain,DeadAssumed,DeathAgeY,DeathAgeM,CaptureDate,CaptureYear,Stage,AgeY,AvAgeY,WiAgeY,AgeM,AvAgeM,WiAgeM,McAgeY,McAgeM,SampleID,CTLowTL,TValue,CTHighGAPDH,SValue,TSRatio,Plate,Row,RelDiff,AnalysisYear,ExtractionYear,BloodAge,DNAAge
1227,1,2003,25/06/2003,09/07/2003,402,403,-1,09/08/2006,2006,3,0,FALSE,TRUE,3,37,08/07/2004,2004,3,1,1.333333333,-0.333333333,12,18.66666667,-6.666666667,-0.191780822,-2.882399059,BDS0852,23.30321634,5.070523219,23.18011891,8.30204163,0.611667709,MEM_Adults_plate42_270515_data.csvresultstotal.csv,A,0.121301643,2015,2005,1,10
1228,0,2003,25/06/2003,09/07/2003,402,403,-1,30/08/2005,2005,3,0,FALSE,TRUE,2,25,24/11/2004,2004,3,1,1,0,16,12.5,3.5,-0.191780822,1.117600941,BDW0087,17.58123114,79.35894518,19.59162586,73.67609776,1.073790372,MEM_Adults_plate48_030615_data.csvresultstotal.csv,G,0.141561802,2015,2014,10,1
1228,0,2003,25/06/2003,09/07/2003,402,403,-1,30/08/2005,2005,3,0,FALSE,TRUE,2,25,11/08/2004,2004,3,1,1,0,13,12.5,0.5,-0.191780822,-1.882399059,BDS1112,15.82899855,80.58307575,19.49266146,70.21235467,1.155691768,MEM_Plates1-6_reruns_031014_data.csvresultstotal.csv,D,0.09662278,2014,2005,1,9
1317,1,2003,27/06/2003,09/07/2003,403,402,-1,12/02/2007,2007,3,0,FALSE,TRUE,4,43,12/02/2007,2007,3,4,4,0,43,43,0,2.808219178,28.11760094,BFW0071,16.97491462,43.68746164,20.6859284,26.91584283,1.619865091,MEM_Adults_100914_PLATE3_data.csvresultstotal.csv,B,0.050817447,2014,2014,7,0
1317,1,2003,27/06/2003,10/07/2003,405,406,-1,30/08/2004,2004,3,0,FALSE,TRUE,1,13,13/08/2003,2003,3,0,0.5,-0.5,1,4.5,-3.5,-1.191780822,-13.88239906,BCS0737,19.70584795,19.00987764,20.4442857,44.3485654,0.428640317,MEM_Adults_plate41_270515_data.csvresultstotal.csv,B,0.001345254,2015,2004,1,11
1343,1,2003,27/06/2003,10/07/2003,406,405,-1,18/11/2005,2005,3,0,FALSE,TRUE,2,28,24/11/2004,2004,3,1,1.333333333,-0.333333333,16,17.33333333,-1.333333333,-0.191780822,1.117600941,BDW0082,20.57423781,11.80920264,21.28687893,26.19228003,0.451260271,MEM_Adults_plate47_030615_data.csvresultstotal.csv,F,0.049786796,2015,2014,10,1
1343,1,2003,27/06/2003,10/07/2003,406,405,-1,18/11/2005,2005,3,0,FALSE,TRUE,2,28,18/11/2005,2005,3,2,1.333333333,0.666666667,28,17.33333333,10.66666667,0.808219178,13.11760094,BEW0200,18.46066157,25.5097116,20.61740448,30.67271425,0.830104952,MEM_Adults_plate7_091014_data.csvresultstotal.csv,E,0.065306488,2014,2014,9,0
1386,0,2003,26/06/2003,13/07/2003,408,408,0,25/07/2006,2006,3,0,FALSE,TRUE,3,36,20/05/2006,2006,3,3,1.4,1.6,34,16.2,17.8,1.808219178,19.11760094,BFS0086,18.66520524,32.04059892,21.48696932,21.06233466,1.520769191,MEM_Adults_plate11_141014_data.csvresultstotal.csv,B,0.025640877,2014,2006,0,8
1386,0,2003,26/06/2003,13/07/2003,408,408,0,25/07/2006,2006,3,0,FALSE,TRUE,3,36,13/06/2004,2004,3,1,1.4,-0.4,11,16.2,-5.2,-0.191780822,-3.882399059,BDS0612,23.02408041,5.147954012,23.5412189,6.432049922,0.79732951,MEM_Adults_plate36_220515_data.csvresultstotal.csv,C,0.070580235,2015,2005,1,10
1438,1,2003,29/06/2003,14/07/2003,409,409,0,07/02/2007,2007,3,0,FALSE,TRUE,4,43,13/06/2006,2006,3,3,2.5,0.5,35,30.5,4.5,1.808219178,20.11760094,BFS0205,19.72049038,16.61210772,21.69233396,18.54441412,0.896080295,MEM_Adults_plate11_141014_data.csvresultstotal.csv,F,0.020770307,2014,2006,0,8
1438,1,2003,29/06/2003,14/07/2003,409,409,0,07/02/2007,2007,3,0,FALSE,TRUE,4,43,07/02/2007,2007,3,4,2.5,1.5,43,30.5,12.5,2.808219178,28.11760094,BFW0032,18.35124053,40.55261157,20.30517526,42.52281254,0.956082427,MEM_Adults_plate12_151014_data.csvresultstotal.csv,G,0.139203391,2014,2014,7,0
1438,1,2003,29/06/2003,14/07/2003,409,409,0,07/02/2007,2007,3,0,FALSE,TRUE,4,43,23/11/2004,2004,3,1,2.5,-1.5,16,30.5,-14.5,-0.191780822,1.117600941,BDW0073,19.06533867,32.98341783,21.62481185,23.17947132,1.414628789,MEM_Adults_plate43_270515_data.csvresultstotal.csv,B,0.121577473,2015,2014,10,1
1446,0,2003,29/06/2003,14/07/2003,409,409,0,07/08/2005,2005,3,0,FALSE,TRUE,2,25,23/11/2004,2004,3,1,1.4,-0.4,16,15.2,0.8,-0.191780822,1.117600941,BDW0028,17.44911915,72.1584076,20.01361685,108.1405146,0.666654794,MEM_Adults_110914_PLATE5_data.csvresultstotal.csv,G,0.117811132,2014,2014,10,0
1446,0,2003,30/06/2003,15/07/2003,410,410,0,14/07/2006,2006,3,0,FALSE,TRUE,3,36,23/11/2004,2004,3,1,0.833333333,0.166666667,16,12.16666667,3.833333333,-0.191780822,1.117600941,BDW0041,18.32817816,35.19515948,20.1772326,34.51786803,1.019539314,MEM_adults_080914_data.csvresultstotal.csv,D,0.05994089,2014,2014,10,0
1448,0,2003,30/06/2003,15/07/2003,410,410,0,14/07/2006,2006,3,0,FALSE,TRUE,3,36,14/08/2003,2003,3,0,0.833333333,-0.833333333,1,12.16666667,-11.16666667,-1.191780822,-13.88239906,BCS0749,20.16108201,16.69269158,20.52579146,38.33007227,0.433557046,MEM_Adults_plate39_260515_data.csvresultstotal.csv,H,0.179168164,2015,2004,1,11
1448,0,2003,30/06/2003,15/07/2003,410,410,0,14/07/2006,2006,3,0,FALSE,TRUE,3,36,16/07/2003,2003,2,0,0.833333333,-0.833333333,0,12.16666667,-12.16666667,-1.191780822,-14.88239906,BCS0616,19.71448256,24.51471245,20.53235008,37.01818251,0.661911776,NdR_hstel2016_pMEAdCh3_newm.csvresultstotal.csv,B,0.071411819,2016,2004,1,12
1464,0,2003,30/06/2003,15/07/2003,410,410,0,14/07/2006,2006,3,0,FALSE,TRUE,3,36,19/11/2005,2005,3,2,0.833333333,1.166666667,28,12.16666667,15.83333333,0.808219178,13.11760094,BEW0210,18.65667174,53.01439411,20.08156763,50.03379234,1.065526227,NdR_hstel2016_pMEAdCh3_newm.csvresultstotal.csv,E,0.075512949,2014,2014,9,0
1464,1,2003,30/06/2003,15/07/2003,410,410,0,13/08/2003,2003,3,0,FALSE,TRUE,0,1,13/08/2003,2003,3,0,0,0,1,1,0,-1.191780822,-13.88239906,BCS0741,19.92276889,16.6912344,20.63868357,39.59773619,0.42158291,MEM_Adults_plate41_270515_data.csvresultstotal.csv,C,0.004945846,2015,2004,1,11
1514,1,2003,01/07/2003,15/07/2003,411,411,0,17/11/2005,2005,3,0,FALSE,TRUE,2,28,25/11/2004,2004,3,1,0.571428571,0.428571429,16,8.285714286,7.714285714,-0.191780822,1.117600941,BDW0154,18.64030372,33.14924407,20.22746861,44.49940537,0.743678199,MEM_Adults_plate35_210515_data.csvresultstotal.csv,A,0.099426803,2015,2014,10,1
1514,1,2003,01/07/2003,15/07/2003,411,411,0,17/11/2005,2005,3,0,FALSE,TRUE,2,28,17/11/2005,2005,3,2,0.571428571,1.428571429,28,8.285714286,19.71428571,0.808219178,13.11760094,BEW0146,18.15954339,43.99672673,19.98665265,51.29933746,0.857646457,MEM_Adults_plate35_210515_data.csvresultstotal.csv,A,0.037940611,2015,2014,9,1
1544,1,2003,03/07/2003,19/07/2003,416,416,0,14/08/2003,2003,3,0,FALSE,TRUE,0,1,14/08/2003,2003,3,0,0,0,1,1,0,-1.191780822,-13.88239906,BCS0748,18.95102274,36.1153336,20.26606128,45.1135941,0.7988649,MEM_Adults_plate39_260515_data.csvresultstotal.csv,E,0.145990247,2015,2004,1,11
1544,1,2003,16/07/2003,27/07/2003,422,423,-1,18/11/2005,2005,3,0,FALSE,TRUE,2,28,18/08/2003,2003,3,0,1,-1,1,14.25,-13.25,-1.191780822,-13.88239906,BCS0770,20.91678746,7.103142107,23.23892708,9.690856279,0.733391592,MEM_Adults_plate34_210515_data.csvresultstotal.csv,F,0.041104787,2015,2004,1,11
1544,1,2003,16/07/2003,27/07/2003,422,423,-1,18/11/2005,2005,3,0,FALSE,TRUE,2,28,25/11/2004,2004,3,1,1,0,16,14.25,1.75,-0.191780822,1.117600941,BDW0122,18.02559066,46.04247251,20.37676782,55.14747115,0.828982639,MEM_Adults_plate40_270515_data.csvresultstotal.csv,B,0.1464504,2015,2014,10,1
1544,1,2003,16/07/2003,27/07/2003,422,423,-1,18/11/2005,2005,3,0,FALSE,TRUE,2,28,18/11/2005,2005,3,2,1,1,28,14.25,13.75,0.808219178,13.11760094,BEW0196,18.66494254,22.40345907,20.51393726,32.77348885,0.683055893,MEM_Adults_plate7_091014_data.csvresultstotal.csv,A,0.063898068,2014,2014,9,0
1569,0,2003,14/07/2003,27/07/2003,423,422,-1,18/10/2003,2003,3,0,FALSE,TRUE,0,3,17/10/2003,2003,3,0,0,0,3,3,0,-1.191780822,-11.88239906,BCA0012,18.71570943,31.30522261,20.93873008,31.54376739,0.992557018,MEM_Adults_plate37_220515_data.csvresultstotal.csv,H,0.020273573,2015,2015,12,0
1569,1,2003,14/07/2003,27/07/2003,423,422,-1,26/07/2004,2004,3,2,FALSE,TRUE,1,12,08/07/2004,2004,3,1,1,0,12,12,0,-0.191780822,-2.882399059,BDS0855,21.01970414,22.38412029,21.55368115,24.43801357,0.893451408,MEM_Adults_plate42_270515_data.csvresultstotal.csv,B,0.114562841,2015,2005,1,10
1598,0,2003,18/07/2003,31/07/2003,426,426,0,31/07/2006,2006,3,0,FALSE,TRUE,3,36,17/11/2005,2005,3,2,2,0,28,28,0,0.808219178,13.11760094,BEW0137,18.07879149,45.98327459,20.19059071,49.69364194,0.925895049,MEM_Adults_plate37_220515_data.csvresultstotal.csv,H,0.04148105,2015,2014,9,1
1598,0,2003,18/07/2003,31/07/2003,426,426,0,15/11/2005,2005,3,0,FALSE,TRUE,2,28,23/11/2004,2004,3,1,1.333333333,-0.333333333,16,17.33333333,-1.333333333,-0.191780822,1.117600941,BDW0036,18.57646221,30.72661308,20.34979111,31.3430467,0.971225968,MEM_adults_080914_data.csvresultstotal.csv,E,0.115043943,2014,2014,10,0
1697,0,2003,18/07/2003,31/07/2003,426,426,0,15/11/2005,2005,3,0,FALSE,TRUE,2,28,15/11/2005,2005,3,2,1.333333333,0.666666667,28,17.33333333,10.66666667,0.808219178,13.11760094,BEW0014,17.19651174,50.29990284,19.32606832,89.49781248,0.56144272,MEM_adults_090914_data.csvresultstotal.csv,A,0.017799264,2014,2014,9,0
1697,1,2003,26/07/2003,09/08/2003,428,428,0,19/11/2005,2005,3,1,FALSE,TRUE,2,27,06/08/2004,2004,3,1,1.25,-0.25,12,15.25,-3.25,-0.191780822,-2.882399059,BDS1089,20.0215166,5.81864985,22.28197568,9.626315993,0.620842595,MEM_Adults_100914_PLATE3_data.csvresultstotal.csv,C,0.145231812,2014,2005,1,9
1697,1,2003,26/07/2003,09/08/2003,428,428,0,19/11/2005,2005,3,1,FALSE,TRUE,2,27,22/11/2004,2004,3,1,1.25,-0.25,15,15.25,-0.25,-0.191780822,0.117600941,BDW0025,18.02909735,46.41175544,20.31837818,86.60714256,0.531692088,MEM_Adults_110914_PLATE5_data.csvresultstotal.csv,F,0.177447948,2014,2014,10,0
1697,1,2003,26/07/2003,09/08/2003,428,428,0,19/11/2005,2005,3,1,FALSE,TRUE,2,27,19/11/2005,2005,3,2,1.25,0.75,27,15.25,11.75,0.808219178,12.11760094,BEW0204,18.77115164,21.03127988,20.93618013,24.90981963,0.842546579,MEM_Adults_plate7_091014_data.csvresultstotal.csv,D,0.066816977,2014,2014,9,0
1697,0,2003,26/07/2003,09/08/2003,428,428,0,28/06/2006,2006,3,0,FALSE,TRUE,3,34,15/05/2006,2006,3,3,2.166666667,0.833333333,33,23.66666667,9.333333333,1.808219178,18.11760094,BFS0047,18.18752175,30.60715985,21.93814177,15.30648647,2.00043824,MEM_Adults_Plate8_100914_data.csvresultstotal.csv,H,0.058098636,2014,2006,0,8
1717,0,2003,26/07/2003,09/08/2003,428,428,0,28/06/2006,2006,3,0,FALSE,TRUE,3,34,25/05/2005,2005,3,2,2.166666667,-0.166666667,21,23.66666667,-2.666666667,0.808219178,6.117600941,BES0293,20.60216916,11.80140753,23.46012106,6.746108925,1.74492324,MEM_Adults_plate9_101014_data.csvresultstotal.csv,A,0.064967721,2014,2006,1,8
1717,0,2003,25/07/2003,09/08/2003,430,430,0,30/01/2005,2005,3,0,FALSE,TRUE,2,17,26/11/2004,2004,3,1,1,0,15,11,4,-0.191780822,0.117600941,BDW0159,18.57832689,34.40447019,20.22182104,44.68719839,0.76853721,MEM_Adults_plate35_210515_data.csvresultstotal.csv,H,0.065852408,2015,2014,10,1
1738,0,2003,25/07/2003,09/08/2003,430,430,0,30/01/2005,2005,3,0,FALSE,TRUE,2,17,23/11/2004,2004,3,1,1,0,15,9.666666667,5.333333333,-0.191780822,0.117600941,BDW0072,18.59120314,43.757397,20.11860175,56.19259519,0.77714813,MEM_Adults_plate43_270515_data.csvresultstotal.csv,G,0.089665022,2015,2014,10,1
1738,0,2003,24/07/2003,09/08/2003,431,431,0,17/11/2005,2005,3,0,FALSE,TRUE,2,27,07/06/2004,2004,3,1,1.166666667,-0.166666667,10,14.66666667,-4.666666667,-0.191780822,-4.882399059,BDS0506,21.70683518,4.677585675,24.29258434,5.269792708,0.88598312,MEM_Adults_plate40_270515_data.csvresultstotal.csv,B,0.11194179,2015,2005,1,10
1906,0,2003,24/07/2003,09/08/2003,431,431,0,17/11/2005,2005,3,0,FALSE,TRUE,2,27,23/11/2004,2004,3,1,1.166666667,-0.166666667,15,14.66666667,0.333333333,-0.191780822,0.117600941,BDW0056,19.29086323,24.52092703,21.14852103,29.29768985,0.835895175,MEM_Adults_plate41_270515_data.csvresultstotal.csv,B,0.042007455,2015,2014,10,1
1906,0,2003,24/07/2003,09/08/2003,431,431,0,17/11/2005,2005,3,0,FALSE,TRUE,2,27,17/10/2003,2003,3,0,1.166666667,-1.166666667,2,14.66666667,-12.66666667,-1.191780822,-12.88239906,BCA0024,20.94347232,20.49922222,21.21288207,26.91736804,0.761240453,MEM_Adults_plate42_270515_data.csvresultstotal.csv,E,0.03532322,2015,2015,12,0
1906,0,2003,24/07/2003,09/08/2003,431,431,0,17/11/2005,2005,3,0,FALSE,TRUE,2,27,17/11/2005,2005,3,2,1.166666667,0.833333333,27,14.66666667,12.33333333,0.808219178,12.11760094,BEW0127,19.02301675,33.72044387,20.6784497,45.08434775,0.745058864,MEM_Aduts_reruns1_040615_data.csvresultstotal.csv,E,0.184227259,2015,2014,9,1
1907,0,2003,27/07/2003,09/08/2003,435,435,0,30/01/2005,2005,3,0,FALSE,TRUE,2,17,26/07/2004,2004,3,1,1,0,11,13,-2,-0.191780822,-3.882399059,BDS1011,21.93076739,1.543738775,24.39116029,2.138148245,0.726419008,MEM_Adults_100914_PLATE3_data.csvresultstotal.csv,B,0.071623565,2014,2005,1,9
1907,0,2003,27/07/2003,09/08/2003,435,435,0,30/01/2005,2005,3,0,FALSE,TRUE,2,17,24/11/2004,2004,3,1,1,0,15,13,2,-0.191780822,0.117600941,BDW0075,18.33474075,51.05327055,19.98310057,60.81942809,0.840153429,MEM_Adults_plate43_270515_data.csvresultstotal.csv,H,0.109685491,2015,2014,10,1
1933,1,2003,31/07/2003,13/08/2003,437,437,0,10/05/2005,2005,3,0,FALSE,TRUE,2,21,29/11/2004,2004,3,1,1,0,15,15,0,-0.191780822,0.117600941,BDW0184,17.12884208,39.45122787,19.43395768,63.86069646,0.617777969,MEM_Adults_100914_PLATE3_data.csvresultstotal.csv,D,0.00021042,2014,2014,10,0
1933,1,2003,31/07/2003,14/08/2003,438,438,0,06/02/2007,2007,3,2,FALSE,TRUE,4,42,16/06/2004,2004,3,1,1.5,-0.5,10,17.25,-7.25,-0.191780822,-4.882399059,BDS0661,19.35626149,27.7034116,20.47497455,39.52895494,0.700841925,MEM_Adults_plate39_260515_data.csvresultstotal.csv,A,0.003315385,2015,2015,11,0
1956,1,2003,31/07/2003,14/08/2003,438,438,0,06/02/2007,2007,3,2,FALSE,TRUE,4,42,18/10/2003,2003,3,0,1.5,-1.5,2,17.25,-15.25,-1.191780822,-12.88239906,BCA0045,19.34455985,23.66835864,21.13843054,29.41942611,0.80469693,MEM_Adults_plate41_270515_data.csvresultstotal.csv,G,0.07434809,2015,2015,12,0
1956,1,2003,31/07/2003,14/08/2003,438,438,0,06/02/2007,2007,3,2,FALSE,TRUE,4,42,06/02/2007,2007,3,4,1.5,2.5,42,17.25,24.75,2.808219178,27.11760094,BFW0020,17.86672968,60.03960585,19.52325895,73.93420326,0.812096785,MEM_Adults_plate9_101014_data.csvresultstotal.csv,E,0.027941484,2014,2014,7,0
1956,1,2002,NA,NA,NA,NA,0,30/08/2004,2004,3,0,FALSE,TRUE,2,NA,28/05/2003,2003,3,1,1.333333333,-0.333333333,NA,NA,NA,-0.191780822,NA,BCS0115,20.42046289,25.69683466,21.17246564,27.73117397,0.925633164,MEM_Adults_plate36_220515_data.csvresultstotal.csv,H,0.053536681,2015,2004,1,11
2003,1,2002,NA,NA,NA,NA,0,30/08/2004,2004,3,0,FALSE,TRUE,2,NA,09/06/2004,2004,3,2,1.333333333,0.666666667,NA,NA,NA,0.808219178,NA,BDS0535,19.2365001,29.89472509,20.95708362,34.3926954,0.860960921,MEM_Adults_plate43_270515_data.csvresultstotal.csv,H,0.190792361,2015,2015,11,0
2003,0,2002,NA,NA,NA,NA,0,11/08/2007,2007,3,0,FALSE,TRUE,5,NA,25/11/2004,2004,3,2,2.5,-0.5,NA,NA,NA,0.808219178,NA,BDW0145,19.62264012,42.24061969,20.22379596,50.03939931,0.843875932,MEM_Adults_plate36_220515_data.csvresultstotal.csv,B,0.007341243,2015,2014,10,1
2004,0,2002,NA,NA,NA,NA,0,11/08/2007,2007,3,0,FALSE,TRUE,5,NA,16/11/2005,2005,3,3,2.5,0.5,NA,NA,NA,1.808219178,NA,BEW0109,19.7033118,27.90331199,21.36957776,27.4309559,1.016815131,MEM_Adults_plate38_260515_data.csvresultstotal.csv,D,0.03283571,2015,2014,9,1
2004,0,2002,NA,NA,NA,NA,0,30/08/2004,2004,3,0,FALSE,TRUE,2,NA,14/08/2003,2003,3,1,1,0,NA,NA,NA,-0.191780822,NA,BCS0750,20.32266216,14.90426206,20.38374484,41.87677956,0.355944026,MEM_Adults_plate39_260515_data.csvresultstotal.csv,B,0.01101882,2015,2004,1,11
2004,1,2002,NA,NA,NA,NA,0,30/01/2005,2005,3,0,FALSE,TRUE,3,NA,16/10/2003,2003,3,1,1.333333333,-0.333333333,NA,NA,NA,-0.191780822,NA,BCA0006,18.49428791,31.72143241,21.02944577,36.63752267,0.866670717,MEM_Adults_plate34_210515_data.csvresultstotal.csv,E,0.049476781,2015,2015,12,0
2004,1,2002,NA,NA,NA,NA,0,30/01/2005,2005,3,0,FALSE,TRUE,3,NA,25/11/2004,2004,3,2,1.333333333,0.666666667,NA,NA,NA,0.808219178,NA,BDW0126,18.12118188,42.9267315,20.54225142,49.8107757,0.86064015,MEM_Adults_plate40_270515_data.csvresultstotal.csv,F,0.042101291,2015,2014,10,1
2004,1,2002,NA,NA,NA,NA,0,30/01/2005,2005,3,0,FALSE,TRUE,3,NA,13/08/2003,2003,3,1,1.333333333,-0.333333333,NA,NA,NA,-0.191780822,NA,BCS0739,19.81000976,17.84995694,20.45238822,44.12506714,0.404515784,MEM_Adults_plate41_270515_data.csvresultstotal.csv,E,0.057801225,2015,2004,1,11
2006,1,2004,17/04/2004,30/04/2004,456,457,-1,06/02/2007,2007,3,0,FALSE,TRUE,3,34,06/02/2007,2007,3,3,1.75,1.25,34,22.75,11.25,1.808219178,19.11760094,BFW0013,18.74947832,26.99375741,19.95829066,39.81159783,0.67632482,MEM_adults_080914_data.csvresultstotal.csv,A,0.063560574,2014,2014,7,0
2006,1,2004,17/04/2004,30/04/2004,456,457,-1,06/02/2007,2007,3,0,FALSE,TRUE,3,34,26/11/2004,2004,3,0,1.75,-1.75,7,22.75,-15.75,-1.191780822,-7.882399059,BDW0163,17.96008638,40.50067329,19.98905958,55.2268258,0.733494139,MEM_Adults_100914_PLATE4_data.csvresultstotal.csv,C,0.013359336,2014,2014,10,0
2014,1,2004,17/04/2004,30/04/2004,456,457,-1,06/02/2007,2007,3,0,FALSE,TRUE,3,34,22/05/2006,2006,3,2,1.75,0.25,25,22.75,2.25,0.808219178,10.11760094,BFS0107,19.01821225,25.71373923,21.49587309,20.94228039,1.227684871,MEM_Adults_plate11_141014_data.csvresultstotal.csv,F,0.018937224,2014,2006,0,8
2014,1,2004,20/04/2004,03/05/2004,464,464,0,08/06/2006,2006,3,0,FALSE,TRUE,2,25,16/11/2005,2005,3,1,0.5,0.5,18,12,6,-0.191780822,3.117600941,BEW0093,20.27598829,12.99837383,22.07122593,14.28869709,0.910576958,MEM_Adults_plate10_131014_data.csvresultstotal.csv,F,0.039878395,2014,2014,9,0
2153,1,2004,20/04/2004,03/05/2004,464,464,0,08/06/2006,2006,3,0,FALSE,TRUE,2,25,25/11/2004,2004,3,0,0.5,-0.5,6,12,-6,-1.191780822,-8.882399059,BDW0132,18.90499153,37.01062829,20.33866924,43.07852177,0.859084318,MEM_Adults_plate39_260515_data.csvresultstotal.csv,F,0.015127428,2015,2014,10,1
2153,1,2004,20/04/2004,03/05/2004,464,464,0,06/02/2007,2007,3,0,FALSE,TRUE,3,33,16/11/2005,2005,3,1,1.333333333,-0.333333333,18,19,-1,-0.191780822,3.117600941,BEW0078,19.51669146,20.67940601,21.20080438,24.24586183,0.852398792,MEM_Adults_plate10_131014_data.csvresultstotal.csv,E,0.084969977,2014,2014,9,0
2166,1,2004,20/04/2004,03/05/2004,464,464,0,06/02/2007,2007,3,0,FALSE,TRUE,3,33,24/11/2004,2004,3,0,1.333333333,-1.333333333,6,19,-13,-1.191780822,-8.882399059,BDW0099,19.32485139,21.72763848,20.96974806,30.95631981,0.70131958,MEM_Adults_plate37_220515_data.csvresultstotal.csv,A,0.112842211,2015,2014,10,1
2166,1,2004,20/04/2004,03/05/2004,464,464,0,06/02/2007,2007,3,0,FALSE,TRUE,3,33,06/02/2007,2007,3,3,1.333333333,1.666666667,33,19,14,1.808219178,18.11760094,BFW0021,18.00262484,55.41417422,19.64379568,68.80467073,0.805809397,MEM_Adults_plate9_101014_data.csvresultstotal.csv,H,0.019307665,2014,2014,7,0
2167,0,2004,20/04/2004,03/05/2004,464,464,0,17/11/2005,2005,3,1,FALSE,TRUE,1,18,27/11/2004,2004,3,0,0.5,-0.5,6,12,-6,-1.191780822,-8.882399059,BDW0175,17.20576029,37.21274007,19.51066281,60.30189287,0.618527505,MEM_Adults_100914_PLATE3_data.csvresultstotal.csv,D,0.06209305,2014,2014,10,0
2167,0,2004,20/04/2004,03/05/2004,464,464,0,17/11/2005,2005,3,1,FALSE,TRUE,1,18,17/11/2005,2005,3,1,0.5,0.5,18,12,6,-0.191780822,3.117600941,BEW0164,18.27731223,36.44662359,20.7720814,42.74032129,0.852666454,MEM_Adults_plate34_210515_data.csvresultstotal.csv,C,0.196522317,2015,2014,9,1
2233,1,2004,22/04/2004,05/05/2004,471,472,-1,30/01/2005,2005,3,1,FALSE,TRUE,1,8,22/11/2004,2004,3,0,0,0,6,6,0,-1.191780822,-8.882399059,BDW0010,17.22606276,48.91614726,19.56885121,75.07129644,0.651690823,MEM_adults_090914_data.csvresultstotal.csv,D,0.033302026,2014,2014,10,0
2233,1,2004,24/04/2004,09/05/2004,485,484,-1,23/11/2004,2004,2,2,TRUE,TRUE,0,6,23/11/2004,2004,3,0,0,0,6,4,2,-1.191780822,-8.882399059,BDW0054,18.9267304,36.2390313,20.79072593,42.09609928,0.854524346,MEM_Aduts_reruns1_040615_data.csvresultstotal.csv,B,0.138771344,2015,2014,10,1
2360,1,2004,24/04/2004,09/05/2004,485,484,-1,23/11/2004,2004,2,2,TRUE,TRUE,0,6,06/07/2004,2004,3,0,0,0,2,4,-2,-1.191780822,-12.88239906,BDS0830,18.67666498,21.8986924,20.97438857,26.92369665,0.813072105,MEM_Aduts_reruns2_080615_data.csvresultstotal.csv,A,0.012664129,2015,2005,1,10
2360,0,2004,26/04/2004,11/05/2004,490,491,-1,30/01/2005,2005,3,0,FALSE,TRUE,1,8,23/11/2004,2004,3,0,0,0,6,6,0,-1.191780822,-8.882399059,BDW0052,18.7437403,27.34756717,21.26323216,31.96086862,0.854897189,MEM_Adults_plate34_210515_data.csvresultstotal.csv,A,0.018012131,2015,2014,10,1
2360,1,2004,26/04/2004,11/05/2004,490,488,-1,19/11/2005,2005,3,0,FALSE,TRUE,1,18,19/11/2005,2005,3,1,0.4,0.6,18,10.8,7.2,-0.191780822,3.117600941,BEW0205,18.54999923,24.02969399,20.58605048,31.25697654,0.768819731,MEM_Adults_plate7_091014_data.csvresultstotal.csv,A,0.010342201,2014,2014,9,0
2396,1,2004,26/04/2004,11/05/2004,490,488,-1,19/11/2005,2005,3,0,FALSE,TRUE,1,18,24/11/2004,2004,3,0,0.4,-0.4,6,10.8,-4.8,-1.191780822,-8.882399059,BDW0086,18.1939606,30.93001583,20.21897125,43.11494134,0.707238278,MEM_Aduts_reruns2_080615_data.csvresultstotal.csv,H,0.100691371,2015,2014,10,1
2396,1,2004,28/04/2004,12/05/2004,493,496,-1,24/05/2006,2006,3,0,FALSE,TRUE,2,24,25/11/2004,2004,3,0,0,0,6,6,0,-1.191780822,-8.882399059,BDW0134,18.52953136,47.33618561,20.1500595,48.70867668,0.970569773,MEM_Adults_plate39_260515_data.csvresultstotal.csv,D,0.02914892,2015,2014,10,1
2405,0,2004,27/04/2004,12/05/2004,495,494,-1,30/08/2005,2005,3,0,FALSE,TRUE,1,15,26/11/2004,2004,3,0,0,0,6,6,0,-1.191780822,-8.882399059,BDW0157,18.24549513,41.84196628,20.12182173,47.36459053,0.882887183,MEM_Adults_plate35_210515_data.csvresultstotal.csv,B,0.044718479,2015,2014,10,1
2405,0,2004,27/04/2004,13/05/2004,500,497,-1,16/11/2005,2005,3,0,FALSE,TRUE,1,18,22/11/2004,2004,3,0,0.5,-0.5,6,12,-6,-1.191780822,-8.882399059,BDW0003,17.81618549,33.05565239,20.22090568,48.18394098,0.687590666,MEM_adults_090914_data.csvresultstotal.csv,G,0.03143325,2014,2014,10,0
2451,0,2004,27/04/2004,13/05/2004,500,497,-1,16/11/2005,2005,3,0,FALSE,TRUE,1,18,16/11/2005,2005,3,1,0.5,0.5,18,12,6,-0.191780822,3.117600941,BEW0072,18.28683794,46.72134383,20.08877689,52.39500636,0.89173072,MEM_Adults_plate9_101014_data.csvresultstotal.csv,F,0.021068153,2014,2014,9,0
2451,1,2004,06/05/2004,20/05/2004,513,512,-1,29/05/2006,2006,3,0,FALSE,TRUE,2,24,22/11/2004,2004,3,0,1,-1,6,16,-10,-1.191780822,-8.882399059,BDW0013,17.19750645,42.62315143,19.46562332,69.17792061,0.618709666,MEM_adults_090914B_data.csvresultstotal.csv,D,0.152121331,2014,2014,10,0
